sentence_id,text,aspect_term,polarity,char_from,char_to,category,domain,label
1236,When it come time for warranty service to Toshiba you don't matter.,warranty service to Toshiba,neutral,22,49,,laptop,2
1911,  However the frozen screens kept happening.,screens,negative,21,28,,laptop,1
275,"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",space,negative,15,20,,laptop,1
275,"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",downloads,negative,26,35,,laptop,1
191,3) Horrible customer support,customer support,negative,12,28,,laptop,1
2349,The LED backlit display makes my pictures pop so much more.,LED backlit display,positive,4,23,,laptop,0
2611,"Apple is always great about the aesthetics of things, they always come up with good looking products.",aesthetics,positive,32,42,,laptop,0
2940,Runs smooth and quick.,Runs,positive,0,4,,laptop,0
2577,The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,screen size,neutral,70,81,,laptop,2
2577,The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,battery life,neutral,142,154,,laptop,2
2933,The graphics are great.,graphics,positive,4,12,,laptop,0
2494,"The big screen allows you to enjoy watching movies , pictures and etc!",screen,positive,8,14,,laptop,0
12,For the [$] price (special offer) this is a great laptop.,price,positive,12,17,,laptop,0
986,the manufacturer's warranty only covers replacement/repair of parts.,warranty,negative,19,27,,laptop,1
61,What I'd like is for the laptop to run well without having to purchase additional memory.,memory,negative,82,88,,laptop,1
61,What I'd like is for the laptop to run well without having to purchase additional memory.,run,neutral,35,38,,laptop,2
2463,It works exactly like it did the day I took it out of the box.,works,positive,3,8,,laptop,0
2487,"It is fast booting up , shutting down, and connection with the internet.",connection with the internet,positive,43,71,,laptop,0
2487,"It is fast booting up , shutting down, and connection with the internet.",booting up,positive,11,21,,laptop,0
2487,"It is fast booting up , shutting down, and connection with the internet.",shutting down,positive,24,37,,laptop,0
1638,The battery life is great.,battery life,positive,4,16,,laptop,0
3082,This is not a serious gaming laptop or a serious media machine;,gaming,negative,22,28,,laptop,1
1909,  They replaced my hard drive as well as my mother board.,hard drive,neutral,19,29,,laptop,2
1909,  They replaced my hard drive as well as my mother board.,mother board,neutral,44,56,,laptop,2
2512,There is nothing to complain about the system.,system,positive,39,45,,laptop,0
2234,and it comes with the new OSX that comes with new features that makes the use more easy.,OSX,positive,26,29,,laptop,0
2234,and it comes with the new OSX that comes with new features that makes the use more easy.,features,positive,50,58,,laptop,0
2234,and it comes with the new OSX that comes with new features that makes the use more easy.,use,positive,74,77,,laptop,0
405,"Now the screen is going darker, darker, darker.",screen,negative,8,14,,laptop,1
1086,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYS,negative,46,50,,laptop,1
1086,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYBOARD,negative,105,113,,laptop,1
1086,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYS,negative,141,145,,laptop,1
793,when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,return policy,negative,80,93,,laptop,1
956,"  I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found.",battery,negative,46,53,,laptop,1
2760,"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",set up,positive,34,40,,laptop,0
2760,"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",hook to my wireless network,positive,50,77,,laptop,0
1597,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",aluminum style,positive,60,74,,laptop,0
1597,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",specs,positive,46,51,,laptop,0
1597,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",nvidia 9800,neutral,88,99,,laptop,2
1329,The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,arm piece,positive,65,74,,laptop,0
2338,I take it everywhere with me because it's so easy to carry.,carry,positive,53,58,,laptop,0
2948,The only thing is that the battery won't last more than 1/2 an hour.,battery,negative,27,34,,laptop,1
2027,The first fell apart right after the 1-year-warranty.,1-year-warranty,neutral,37,52,,laptop,2
2936,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,word processer,positive,240,254,,laptop,0
684,The keyboard has a wonderful nature feel.,keyboard,positive,4,12,,laptop,0
464,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",battery,neutral,63,70,,laptop,2
464,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",hard disk,neutral,76,85,,laptop,2
2440,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",performance specs,neutral,39,56,,laptop,2
2440,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",features,neutral,111,119,,laptop,2
1046,I have no idea how this could have even gotten past quality control during production.,quality control,negative,52,67,,laptop,1
735,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.",touch-mouse,negative,95,106,,laptop,1
2821,"Oh yea, has no numeric pad on the side.",numeric pad,negative,15,26,,laptop,1
1987,"The cover for the DVD drive soon came off, too--a mark of poor construction quality.",cover for the DVD drive,negative,4,27,,laptop,1
1987,"The cover for the DVD drive soon came off, too--a mark of poor construction quality.",construction quality,negative,63,83,,laptop,1
1327,But the arm velcro is torn after one use.,arm velcro,negative,8,18,,laptop,1
1639,The software is amazing.,software,positive,4,12,,laptop,0
26,"The battery life is amazing, the versitility is outstanding.",battery life,positive,4,16,,laptop,0
26,"The battery life is amazing, the versitility is outstanding.",versitility,positive,33,44,,laptop,0
1194,"It is known as Safari, and if you are doing any website work, you should know that many hosting companies do not support it.",Safari,neutral,15,21,,laptop,2
264,Vista is a nightmare.,Vista,negative,0,5,,laptop,1
2214,The program came with the computer and works beautifully.,program,positive,4,11,,laptop,0
2806,"the hinge design forced you to place various connections all around the computer, left right and front.",hinge design,negative,4,16,,laptop,1
1221,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",screen,positive,52,58,,laptop,0
1221,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",display,positive,63,70,,laptop,0
1221,"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",browsers,neutral,177,185,,laptop,2
1237,The So called laptop Runs to Slow and I hate it!,Runs,negative,21,25,,laptop,1
359,Charger seems large for this class of computer.,Charger,negative,0,7,,laptop,1
2690,I dislike the quality and the placement of the speakers.,speakers,negative,47,55,,laptop,1
2071,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",customer support,positive,12,28,,laptop,0
2071,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",performance,neutral,129,140,,laptop,2
2071,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",safety feature,neutral,91,105,,laptop,2
2348,The unibody design is edgy and durable.,unibody design,positive,4,18,,laptop,0
1441,STOPPED BOOTING UP less than a week after my one-year warranty was up.,BOOTING UP,negative,8,18,,laptop,1
1441,STOPPED BOOTING UP less than a week after my one-year warranty was up.,one-year warranty,neutral,45,62,,laptop,2
2860,"But, for the cost this is a winner.",cost,positive,13,17,,laptop,0
91,Later it held zero charge and its replacement worked for less than three months.,charge,negative,19,25,,laptop,1
817,"  Also, the battery does not last very long at all.",battery,negative,12,19,,laptop,1
3085,I looked around and based off my price/features comparison from a brand I trusted I landed here.,price,neutral,33,38,,laptop,2
3085,I looked around and based off my price/features comparison from a brand I trusted I landed here.,features,neutral,39,47,,laptop,2
1139,  I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,services,negative,44,52,,laptop,1
1591,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,performance,positive,7,18,,laptop,0
1591,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,speed,positive,84,89,,laptop,0
1591,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,use,positive,40,43,,laptop,0
1067,Unless you need the Bluetooth 3.,Bluetooth 3,neutral,20,31,,laptop,2
536,I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,warrenty,negative,104,112,,laptop,1
536,I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,fan blade,negative,122,131,,laptop,1
1434,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",internet connection,negative,59,78,,laptop,1
293,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,external harddrives,negative,40,59,,laptop,1
2386,I don't understand why only Windows 7 Starter is included.,Windows 7 Starter,negative,28,45,,laptop,1
18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",functionality,positive,36,49,,laptop,0
18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",value,positive,54,59,,laptop,0
18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",simplicity,positive,144,154,,laptop,0
18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",look,positive,88,92,,laptop,0
2292,The ease of use is wonderful.,use,positive,12,15,,laptop,0
2596,This system came loaded with Windows 7 Starter.,Windows 7 Starter,neutral,29,46,,laptop,2
614,"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).",battery life,negative,6,18,,laptop,1
171,The battery gets so HOT it is scary.,battery,negative,4,11,,laptop,1
2753,Best thing is I can use existing 32 bit old programs.,programs,positive,44,52,,laptop,0
1641,I am forever changed and will no longer buy a Windows based machine for personal use.,Windows,negative,46,53,,laptop,1
2814,The only thing I would change about it is the mouse keys.,mouse keys,negative,46,56,,laptop,1
43,"It is absolutely horrible to use, despite all its so called advanced features.",features,negative,69,77,,laptop,1
43,"It is absolutely horrible to use, despite all its so called advanced features.",use,negative,29,32,,laptop,1
1056,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",drivers,neutral,72,79,,laptop,2
1056,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",Windows 7 Ultimate,neutral,24,42,,laptop,2
2996,I have to keep turning it until it decides to lower and there is no mute.,mute,negative,68,72,,laptop,1
3022,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,color reproduction,positive,36,54,,laptop,0
1850,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,warranty,neutral,86,94,,laptop,2
2233,"u can do what u want in just few seconds, even to start up your computer takes few seconds.",start up,positive,50,58,,laptop,0
1613,"Also, macbooks come with much more features which are so cool!",features,positive,35,43,,laptop,0
510,They sent out a Sony 'Certified' technician.,Sony 'Certified' technician,neutral,16,43,,laptop,2
2353,They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,proprietary software,positive,30,50,,laptop,0
2563,Getting the Apple Care plan is a must.,Apple Care plan,positive,12,27,,laptop,0
2306,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,cd drive,neutral,130,138,,laptop,2
2306,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,video games,neutral,107,118,,laptop,2
1432,"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",programs,neutral,36,44,,laptop,2
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",processor,positive,25,34,,laptop,0
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",memory,positive,41,47,,laptop,0
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",hard drive,positive,62,72,,laptop,0
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",web cam,positive,117,124,,laptop,0
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",screen,positive,132,138,,laptop,0
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",features,positive,155,163,,laptop,0
2966,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,battery,negative,25,32,,laptop,1
2819,"Aside from the trial software and the short battery life, lack of a webcam, its great.",trial software,negative,15,29,,laptop,1
2819,"Aside from the trial software and the short battery life, lack of a webcam, its great.",battery life,negative,44,56,,laptop,1
2819,"Aside from the trial software and the short battery life, lack of a webcam, its great.",webcam,negative,68,74,,laptop,1
1633,"As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.",Windows,positive,14,21,,laptop,0
1351,I think that if it is the motherboard again so soon that they should replace it.,motherboard,negative,26,37,,laptop,1
2220,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",programs,positive,87,95,,laptop,0
2220,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",loads,positive,13,18,,laptop,0
1082,Sony parts reliability and quality of service is recenlty the worst.,service,negative,38,45,,laptop,1
2677,"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",software options,negative,38,54,,laptop,1
2677,"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",applications,negative,103,115,,laptop,1
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",features,neutral,31,39,,laptop,2
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",functioning,neutral,48,59,,laptop,2
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",programs,neutral,150,158,,laptop,2
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",Office,positive,4,10,,laptop,0
223,It just works flawlessly!,works,positive,8,13,,laptop,0
846,I'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).,port,negative,123,127,,laptop,1
1455,  also the battery is completely shot.,battery,negative,11,18,,laptop,1
162,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,cooling system,positive,10,24,,laptop,0
162,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,grafics card,positive,38,50,,laptop,0
162,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,LED backlit screen,positive,73,91,,laptop,0
162,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,8GB RAM,positive,64,71,,laptop,0
969,The biggest problem is that the box had no instructions in it.,instructions,negative,43,55,,laptop,1
145,"But after using it a couple of weeks, the overall operation is poor.",operation,negative,50,59,,laptop,1
2187,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",value,positive,55,60,,laptop,0
2187,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",built,positive,67,72,,laptop,0
2187,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",works,positive,77,82,,laptop,0
2812,Screen is crystal clear and the system is very responsive.,Screen,positive,0,6,,laptop,0
2812,Screen is crystal clear and the system is very responsive.,system,positive,32,38,,laptop,0
1028,Or the cursor would show up some place else.,cursor,negative,7,13,,laptop,1
87,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,software,neutral,54,62,,laptop,2
87,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,operate,positive,14,21,,laptop,0
87,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,gadgets,neutral,67,74,,laptop,2
1997,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",Windows,negative,34,41,,laptop,1
1997,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",hard drive,negative,89,99,,laptop,1
1997,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",disk image,negative,72,82,,laptop,1
2548,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,positive,4,13,,laptop,0
2548,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,positive,148,157,,laptop,0
953,"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",disc drive,negative,44,54,,laptop,1
953,"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,negative,167,172,,laptop,1
953,"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,neutral,242,247,,laptop,2
1179,"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",Appleworks,negative,66,76,,laptop,1
1179,"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",word processing program,negative,32,55,,laptop,1
1876,I already have a HP laptop I bought last year that's standard size.,size,neutral,62,66,,laptop,2
2992,Battery is not upgradable to a longer life battery.,Battery,negative,0,7,,laptop,1
2992,Battery is not upgradable to a longer life battery.,battery,negative,43,50,,laptop,1
559,apple has a reputation and is well known for its easy usage.,usage,positive,54,59,,laptop,0
1888,Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,speaker grill,negative,91,104,,laptop,1
1738,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",MacOSX,positive,52,58,,laptop,0
1738,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",Windows 7,positive,121,130,,laptop,0
1738,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",dual-core,neutral,89,98,,laptop,2
1738,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",quad-core,neutral,138,147,,laptop,2
1738,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.","22"" Monitor",neutral,25,36,,laptop,2
1746,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",Screen,neutral,0,6,,laptop,2
1746,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",keyboard,neutral,8,16,,laptop,2
1746,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",screen,positive,113,119,,laptop,0
1746,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",island backlit keyboard,positive,132,155,,laptop,0
1746,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",multi-touch mouse,positive,165,182,,laptop,0
1746,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",mouse,neutral,22,27,,laptop,2
313,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",iWork,neutral,17,22,,laptop,2
313,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",programs,neutral,47,55,,laptop,2
313,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",Microsoft Office,neutral,121,137,,laptop,2
313,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",word processing,neutral,60,75,,laptop,2
313,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",spreadsheets,neutral,77,89,,laptop,2
313,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",presentations,neutral,95,108,,laptop,2
1694,"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",runs,positive,52,56,,laptop,0
174,When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.,warranty,neutral,93,101,,laptop,2
2452,It also came with a built it web cam which is great because I can see an communicate with my family members back home.,built it web cam,positive,20,36,,laptop,0
2524,It was secure and easy to navigate.,navigate,positive,26,34,,laptop,0
1598,"I was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",graphics cards,positive,144,158,,laptop,0
2182,They are by far the easiest systems to actually learn about computers with.,systems,positive,28,35,,laptop,0
561,this apple navigates you thru the unexplored world of the internet.,internet,neutral,58,66,,laptop,2
154,"The video card is great for media, and above average for gaming, but not a gamers first choice.",gaming,positive,57,63,,laptop,0
154,"The video card is great for media, and above average for gaming, but not a gamers first choice.",media,positive,28,33,,laptop,0
100,"I had of course bought a 3 year warranty, so I sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.",3 year warranty,neutral,25,40,,laptop,2
1444,"Apparently there is a manufacturing defect, something with the amount of thermal paste.",thermal paste,negative,73,86,,laptop,1
1796,Despite the claims of the Apple apologists (a vice of which I am recently myself reformed) the internals of Mac laptops are NO different from PCs' at this point.,internals,negative,95,104,,laptop,1
753,Took several hours with customer support before I could even start the PC out of the box.,customer support,negative,24,40,,laptop,1
411,Asus facial recognition doesn't work and windows logon isn't either.,facial recognition,negative,5,23,,laptop,1
411,Asus facial recognition doesn't work and windows logon isn't either.,windows logon,negative,41,54,,laptop,1
1071,"I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.",recovery DVDs,positive,45,58,,laptop,0
2830,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,webcam,neutral,49,55,,laptop,2
2830,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,keyboard,neutral,64,72,,laptop,2
2830,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,carry,positive,120,125,,laptop,0
2701,Can listen to my music and watch my videos with ease and with a great display.,display,positive,70,77,,laptop,0
2968,"Otherwise, all other features are a 1",features,neutral,21,29,,laptop,2
1723,The performance is awesome.,performance,positive,4,15,,laptop,0
286,The display is beyond horrible.,display,negative,4,11,,laptop,1
1411,There is hardly any memory on the computer's hard drive.,memory,negative,20,26,,laptop,1
1411,There is hardly any memory on the computer's hard drive.,hard drive,negative,45,55,,laptop,1
1956,"Actually, I had noticed the one on the sales floor also didn't have sound!",sound,negative,68,73,,laptop,1
1469,"Next, most Acer laptop fans are on the bottom which is right on your laptop.",fans,neutral,23,27,,laptop,2
2833,the laptop preformed pretty well.,preformed,positive,11,20,,laptop,0
298,I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,system,neutral,98,104,,laptop,2
1447,I loved the netbook (minus the fact that it was windows OS) until this started happening.,windows OS,negative,48,58,,laptop,1
1810,"The minute you fire it up it's all good, very easy user interface.",user interface,positive,51,65,,laptop,0
1419,  I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,warrenty,negative,168,176,,laptop,1
1660,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",iDVD,positive,12,16,,laptop,0
1660,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,positive,20,27,,laptop,0
1660,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,positive,127,134,,laptop,0
459,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive,neutral,20,30,,laptop,2
459,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,negative,35,42,,laptop,1
2884,"I love the easy to see screen, and It works well for work, persoal or just play.",screen,positive,23,29,,laptop,0
2884,"I love the easy to see screen, and It works well for work, persoal or just play.",works,positive,38,43,,laptop,0
2082,"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",word processing,neutral,66,81,,laptop,2
2082,"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",surfing,neutral,41,48,,laptop,2
1391,the mouse pad and buttons are the worst i've ever seen.,mouse pad,negative,4,13,,laptop,1
1391,the mouse pad and buttons are the worst i've ever seen.,buttons,negative,18,25,,laptop,1
2257,Awesome graphics!,graphics,positive,8,16,,laptop,0
2617,It really is perfect for work and play.,play,positive,34,38,,laptop,0
2617,It really is perfect for work and play.,work,positive,25,29,,laptop,0
2653,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",Intel i processors,negative,73,91,,laptop,1
2653,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edge,negative,119,123,,laptop,1
2653,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edges,negative,129,134,,laptop,1
2674,One drawback I noticed was sound quality via USB.,sound quality via USB,negative,27,48,,laptop,1
519,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",battery life,negative,4,16,,laptop,1
519,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",warranty,negative,132,140,,laptop,1
1534,"I have had another Mac, but it got slow due to an older operating system.",operating system,negative,56,72,,laptop,1
3065,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",features,positive,74,82,,laptop,0
3065,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",budget,positive,59,65,,laptop,0
2057,"Was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.",motherboard,negative,95,106,,laptop,1
